Date	heure	t	Tu	I	G	tm	tau	ta	p	Vc	Ac	Tc	Tcf	Dich	e	T	Tf	Ach	Vm	T 1051	Ieff	Ambient	5V	T1	T2	E	T surf
30/10/2012	21:51	69	80	0,275	0,4	15	20	2	30	4	2	78,166804	78,341255	0	-0,963045	79,7379	79,3043	0	-0,2482	79,7379	0	41,9688	0,214089	0,463579	0,350158	4,975446	92,336444
30/10/2012	21:52	69,5	80	0,275	0,4	15	20	2	30	4	2	78,212066	78,38221	0,997051	0,90641	79,4314	77,4758	1	-0,613	79,4314	9,537207	42,0234	0,214132	0,347684	0	6,230513	90,246044
30/10/2012	21:52	70	80	0,275	0,4	15	20	2	30	4	2	78,25621	78,422153	0	-1,213747	79,3179	79,6359	0	-0,227	79,3179	0	42,0547	0,214176	0,463579	0,233439	4,957516	89,526475
30/10/2012	21:53	70,5	80	0,275	0,4	15	20	2	30	4	2	78,299264	78,461111	2,394382	2,176711	78,9304	76,2844	1	-0,775	78,9304	9,372949	42,1016	0,214192	0,463579	0,350158	6,230513	88,767214
30/10/2012	21:53	71	80	0,275	0,4	15	20	2	30	4	2	78,341255	78,499106	0	-0,795994	78,7987	79,2951	0	-0,2634	78,7987	0	42,1172	0,214235	0,347684	0,116719	4,957516	88,48257
30/10/2012	21:54	71,5	80	0,275	0,4	15	20	2	30	4	2	78,38221	78,536163	2,75	2,630663	78,4187	75,9055	1	-0,76	78,4187	9,372949	42,1797	0,214257	0,463579	0,466878	6,194654	87,743732
30/10/2012	21:54	72	80	0,275	0,4	15	20	2	30	4	2	78,422153	78,572305	0	-1,597695	78,4444	80,17	0	0,0514	78,4444	0	42,2422	0,214263	0,463579	0,233439	4,939586	87,364428
30/10/2012	21:55	72,5	80	0,275	0,4	15	20	2	30	4	2	78,461111	78,607555	2,75	3,301655	78,1071	75,3059	1	-0,6746	78,1071	9,331885	42,2734	0,214263	0,347684	0	6,230513	87,289614
30/10/2012	21:55	73	80	0,275	0,4	15	20	2	30	4	2	78,499106	78,641935	0,682258	0,620235	77,9477	78,0217	1	-0,3188	77,9477	9,60907	42,2969	0,214252	0,463579	0,233439	6,230513	87,289614
30/10/2012	21:56	73,5	80	0,275	0,4	15	20	2	30	4	2	78,536163	78,675466	0,002162	0,001966	77,9575	78,6735	1	0,0196	77,9575	0	42,3438	0,214257	0,463579	0	4,921657	87,479247
30/10/2012	21:56	74	80	0,275	0,4	15	20	2	30	4	2	78,572305	78,708168	0,566905	0,515368	77,988	78,1928	1	0,061	77,988	9,670666	42,375	0,214235	0,463579	0,116719	6,194654	87,364428
30/10/2012	21:57	74,5	80	0,275	0,4	15	20	2	30	4	2	78,607555	78,740064	2,75	2,680364	77,7873	76,0597	1	-0,4014	77,7873	9,331885	42,3906	0,214268	0,463579	0,350158	6,212583	87,743732
30/10/2012	21:57	75	80	0,275	0,4	15	20	2	30	4	2	78,641935	78,771172	0,350649	0,318772	77,772	78,4524	1	-0,0306	77,772	9,691198	42,375	0,214263	0,463579	0,466878	6,248442	87,214804
30/10/2012	21:58	75,5	80	0,275	0,4	15	20	2	30	4	2	78,675466	78,801512	1,852193	1,683812	77,6925	77,1177	1	-0,159	77,6925	9,290821	42,3672	0,213753	0,463579	0,350158	6,194654	87,289614
30/10/2012	21:58	76	80	0,275	0,4	15	20	2	30	4	2	78,708168	78,831102	0,752183	0,683802	77,7077	78,1473	1	0,0304	77,7077	9,60907	42,3828	0,214257	0,347684	0,116719	6,212583	86,492369
30/10/2012	21:59	76,5	80	0,275	0,4	15	20	2	30	4	2	78,740064	78,859963	1,334369	1,213063	77,7077	77,6469	1	0	77,7077	9,485876	42,3828	0,214257	0,463579	0	6,212583	87,404428
30/10/2012	21:59	77	80	0,275	0,4	15	20	2	30	4	2	78,771172	78,88811	0	-0,96969	77,9466	79,8578	0	0,4778	77,9466	0	42,4063	0,214181	0,463579	0	4,957516	87,404428
30/10/2012	22:00	77,5	80	0,275	0,4	15	20	2	30	4	2	78,801512	78,915563	2,063559	1,875963	77,952	77,0396	1	0,0108	77,952	9,393482	42,375	0,214235	0,347684	0,233439	6,230513	88,692328
30/10/2012	22:00	78	80	0,275	0,4	15	20	2	30	4	2	78,831102	78,942338	1,263612	1,148738	77,9368	77,7936	1	-0,0304	77,9368	9,42428	42,3594	0,214263	0,463579	0,350158	6,194654	87,763732
30/10/2012	22:01	78,5	80	0,275	0,4	15	20	2	30	4	2	78,859963	78,968452	0,863007	0,784552	77,9575	78,1839	1	0,0414	77,9575	9,568005	42,3438	0,214235	0,347684	0,116719	6,230513	87,289614
30/10/2012	22:01	79	80	0,275	0,4	15	20	2	30	4	2	78,88811	78,993921	0,950973	0,864521	77,9858	78,1294	1	0,0566	77,9858	9,547473	42,3359	0,214208	0,463579	0,233439	6,230513	87,763732
30/10/2012	22:02	79,5	80	0,275	0,4	15	20	2	30	4	2	78,915563	79,018761	0,900417	0,818561	78,0222	78,2002	1	0,0728	78,0222	9,393482	42,3359	0,214181	0,347684	0,116719	6,230513	88,23797
30/10/2012	22:02	80	80	0,275	0,4	15	20	2	30	4	2	78,942338	79,042988	0	-0,109812	78,164	79,1528	0	0,2836	78,164	0	42,3672	0,214116	0,347684	0,233439	4,975446	88,712328
30/10/2012	22:03	80,5	80	0,275	0,4	15	20	2	30	4	2	78,968452	79,066616	0,078338	0,071216	78,3194	78,9954	1	0,3108	78,3194	8,387404	42,375	0,214132	0,463579	0	6,212583	89,851277
30/10/2012	22:03	81	80	0,275	0,4	15	20	2	30	4	2	78,993921	79,089662	0,459868	0,418062	78,4276	78,6716	1	0,2164	78,4276	9,639868	42,3359	0,214187	0,463579	0	6,230513	89,566475
30/10/2012	22:04	81,5	80	0,275	0,4	15	20	2	30	4	2	79,018761	79,112138	1,283522	1,166838	78,4221	77,9453	1	-0,011	78,4221	9,496142	42,3672	0,214132	0,463579	0	6,248442	88,637447
30/10/2012	22:04	82	80	0,275	0,4	15	20	2	30	4	2	79,042988	79,134059	0,340185	0,309259	78,4644	78,8248	1	0,0846	78,4644	9,670666	42,3359	0,214165	0,347684	0	6,212583	89,566475
30/10/2012	22:05	82,5	80	0,275	0,4	15	20	2	30	4	2	79,066616	79,15544	1,232374	1,12034	78,4355	78,0351	1	-0,0578	78,4355	9,496142	42,3438	0,214181	0,347684	0	6,212583	88,997001
30/10/2012	22:05	83	80	0,275	0,4	15	20	2	30	4	2	79,089662	79,176292	0,014511	0,013192	78,5035	79,1631	1	0,136	78,5035	0	42,375	0,214187	0,463579	0,233439	4,975446	88,692328
30/10/2012	22:06	83,5	80	0,275	0,4	15	20	2	30	4	2	79,112138	79,196629	1,558622	1,416929	78,4533	77,7797	1	-0,1004	78,4533	9,496142	42,3984	0,214181	0,463579	0	6,248442	88,617447
30/10/2012	22:06	84	80	0,275	0,4	15	20	2	30	4	2	79,134059	79,216465	2,034301	1,849365	78,3103	77,3671	1	-0,286	78,3103	9,403748	42,4766	0,214252	0,463579	0,233439	6,230513	88,692328
30/10/2012	22:07	84,5	80	0,275	0,4	15	20	2	30	4	2	79,15544	79,23581	1,251151	1,13741	78,2232	78,0984	1	-0,1742	78,2232	9,455078	42,5	0,214219	0,463579	0,233439	6,266372	87,479247
30/10/2012	22:07	85	80	0,275	0,4	15	20	2	30	4	2	79,176292	79,254678	0,674166	0,612878	78,231	78,6418	1	0,0156	78,231	9,60907	42,5078	0,21423	0,463579	0,350158	6,176724	88,04826
30/10/2012	22:08	85,5	80	0,275	0,4	15	20	2	30	4	2	79,196629	79,27308	1,523148	1,38468	78,1964	77,8884	1	-0,0692	78,1964	9,465344	42,5469	0,214241	0,463579	0,233439	6,248442	87,87857
30/10/2012	22:08	86	80	0,275	0,4	15	20	2	30	4	2	79,216465	79,291028	0,820191	0,745628	78,2198	78,5454	1	0,0468	78,2198	9,547473	42,5703	0,214122	0,463579	0,233439	6,212583	87,668899
30/10/2012	22:09	86,5	80	0,275	0,4	15	20	2	30	4	2	79,23581	79,308532	1,067916	0,970832	78,2433	78,3377	1	0,047	78,2433	9,321619	42,5938	0,214208	0,463579	0,116719	6,230513	89,756338
30/10/2012	22:09	87	80	0,275	0,4	15	20	2	30	4	2	79,254678	79,325605	0,675185	0,613805	78,3058	78,7118	1	0,125	78,3058	9,60907	42,6563	0,214208	0,463579	0,233439	6,212583	88,23797
30/10/2012	22:10	87,5	80	0,275	0,4	15	20	2	30	4	2	79,27308	79,342256	1,570531	1,427756	78,2901	77,9145	1	-0,0314	78,2901	9,372949	42,6406	0,214219	0,347684	0	6,194654	88,23797
30/10/2012	22:10	88	80	0,275	0,4	15	20	2	30	4	2	79,291028	79,358495	0,685405	0,623095	78,3326	78,7354	1	0,085	78,3326	9,516675	42,6094	0,214192	0,463579	0,350158	6,248442	88,04826
30/10/2012	22:11	88,5	80	0,275	0,4	15	20	2	30	4	2	79,308532	79,374334	0	-1,320866	78,614	80,6952	0	0,5628	78,614	0	42,6328	0,21416	0,463579	0	4,957516	88,52257
30/10/2012	22:11	89	80	0,275	0,4	15	20	2	30	4	2	79,325605	79,389782	0,05806	0,052782	78,8194	79,337	1	0,4108	78,8194	2,463864	42,6172	0,214154	0,463579	0,350158	6,302231	89,091901
30/10/2012	22:12	89,5	80	0,275	0,4	15	20	2	30	4	2	79,342256	79,404848	1,470533	1,336848	78,8272	78,068	1	0,0156	78,8272	9,414014	42,625	0,214192	0,347684	0	6,230513	89,206806
30/10/2012	22:12	90	80	0,275	0,4	15	20	2	30	4	2	79,358495	79,419543	0,321577	0,292343	78,864	79,1272	1	0,0736	78,864	9,6604	42,625	0,21416	0,463579	0,233439	6,230513	88,52257
30/10/2012	22:13	90,5	80	0,275	0,4	15	20	2	30	4	2	79,374334	79,433874	0,346252	0,314774	78,9087	79,1191	1	0,0894	78,9087	9,670666	42,6328	0,214219	0,463579	0,116719	6,194654	89,131901
30/10/2012	22:13	91	80	0,275	0,4	15	20	2	30	4	2	79,389782	79,447852	0,346227	0,314752	78,9535	79,1331	1	0,0896	78,9535	9,701465	42,6406	0,214225	0,463579	0	6,194654	88,08826
30/10/2012	22:14	91,5	80	0,275	0,4	15	20	2	30	4	2	79,404848	79,461484	0,010433	0,009484	79,0288	79,452	1	0,1506	79,0288	0	42,6797	0,214181	0,463579	0,116719	4,975446	87,993413
30/10/2012	22:14	92	80	0,275	0,4	15	20	2	30	4	2	79,419543	79,47478	1,103059	1,00278	79,0004	78,472	1	-0,0568	79,0004	9,547473	42,6875	0,214154	0,463579	0,350158	6,230513	88,792328
30/10/2012	22:15	92,5	80	0,275	0,4	15	20	2	30	4	2	79,433874	79,487748	0,911073	0,828248	78,9499	78,6595	1	-0,101	78,9499	9,537207	42,7109	0,212775	0,463579	0,466878	6,176724	89,266806
30/10/2012	22:15	93	80	0,275	0,4	15	20	2	30	4	2	79,447852	79,500396	0,537785	0,488896	78,9343	79,0115	1	-0,0312	78,9343	9,670666	42,6953	0,214214	0,463579	0,116719	6,230513	87,399523
30/10/2012	22:16	93,5	80	0,275	0,4	15	20	2	30	4	2	79,461484	79,512731	0,026104	0,023731	78,989	79,489	1	0,1094	78,989	0	42,75	0,205613	0,463579	0,350158	5,226459	88,223113
30/10/2012	22:16	94	80	0,275	0,4	15	20	2	30	4	2	79,47478	79,524762	0,654788	0,595262	79,0067	78,9295	1	0,0354	79,0067	9,444812	42,8047	0,200867	0,463579	0,116719	6,194654	86,679405
30/10/2012	22:17	94,5	80	0,275	0,4	15	20	2	30	4	2	79,487748	79,536495	1,641745	1,492495	78,9076	78,044	1	-0,1982	78,9076	9,414014	42,7422	0,205306	0,463579	0	6,158795	86,96
30/10/2012	22:17	95	80	0,275	0,4	15	20	2	30	4	2	79,500396	79,547939	0	-0,087261	78,9444	79,6352	0	0,0736	78,9444	0	42,7422	0,206642	0,463579	0	4,957516	86,92
30/10/2012	22:18	95,5	80	0,275	0,4	15	20	2	30	4	2	79,512731	79,559101	2,75	2,509701	78,7502	77,0494	1	-0,3884	78,7502	9,352417	42,6953	0,204089	0,463579	0	6,212583	86,16
30/10/2012	22:18	96	80	0,275	0,4	15	20	2	30	4	2	79,524762	79,569987	2,337155	2,124687	78,5189	77,4453	1	-0,4626	78,5189	9,372949	42,6484	0,202232	0,463579	0,350158	6,230513	86,48
30/10/2012	22:19	96,5	80	0,275	0,4	15	20	2	30	4	2	79,536495	79,580604	0	-2,005496	78,7569	81,5861	0	0,476	78,7569	0	42,5547	0,205732	0,347684	0,116719	4,957516	87,48
30/10/2012	22:19	97	80	0,275	0,4	15	20	2	30	4	2	79,547939	79,590959	1,987434	1,806759	78,7546	77,7842	1	-0,0046	78,7546	9,414014	42,5156	0,201214	0,463579	0,350158	6,212583	86,14
30/10/2012	22:20	97,5	80	0,275	0,4	15	20	2	30	4	2	79,559101	79,601058	0	-0,782742	78,9346	80,3838	0	0,36	78,9346	0	42,4375	0,20626	0,347684	0	4,975446	86,9
30/10/2012	22:20	98	80	0,275	0,4	15	20	2	30	4	2	79,569987	79,610908	0	-0,796092	79,1782	80,407	0	0,4872	79,1782	0	42,3906	0,213753	0,463579	0,116719	4,921657	87,719897
30/10/2012	22:21	98,5	80	0,275	0,4	15	20	2	30	4	2	79,580604	79,620515	1,730646	1,573315	79,1608	78,0472	1	-0,0348	79,1608	9,434546	42,3359	0,202232	0,347684	0,116719	6,230513	86,512369
30/10/2012	22:21	99	80	0,275	0,4	15	20	2	30	4	2	79,590959	79,629884	0	-1,896416	79,4159	81,5263	0	0,5102	79,4159	0	42,2656	0,202232	0,463579	0,233439	4,939586	87,5
30/10/2012	22:22	99,5	80	0,275	0,4	15	20	2	30	4	2	79,601058	79,639022	0	-0,218078	79,5783	79,8571	0	0,3248	79,5783	0	42,2109	0,203955	0,463579	0,116719	4,975446	87,5
30/10/2012	22:22	100	80	0,275	0,4	15	20	2	30	4	2	79,610908	79,647935	0,509008	0,462735	79,6068	79,1852	1	0,057	79,6068	9,557739	42,2031	0,202232	0,463579	0,350158	6,248442	87,4
30/10/2012	22:23	100,5	80	0,275	0,4	15	20	2	30	4	2	79,620515	79,656627	0	-0,072873	79,6331	79,7295	0	0,0526	79,6331	0	42,1563	0,213237	0,463579	0,116719	4,939586	87,5
30/10/2012	22:23	101	80	0,275	0,4	15	20	2	30	4	2	79,629884	79,665105	0	-0,234495	79,6744	79,8996	0	0,0826	79,6744	0	42,125	0,201625	0,463579	0,233439	4,957516	87,1
													somme Dich (mn)	7,316278617													
													Ieff (A)	9,557739													
													Veff (Volts)	230													
													Peff (kW)	2,19827997													
													Coût €/kWh TTC hors abonnement HP	0,14 €
													Coût cuisson en € TTC	0,04 €
