Date	heure	t	Tu	I	G	tm	tau	ta	p	Vc	Ac	Tc	Tcf	Dich	e	T	Précision	Tf	Ach	Vm	Am	BITE
18/07/2011	19:31	85	80	0,275	0,4	15	20	2	30	4	2	78,443693	78,591795	1,182568	0,716708	77,971417	-0,61	77,875088	1	0,174487	-0,222651	0
18/07/2011	19:32	85,5	80	0,275	0,4	15	20	2	30	4	2	78,482118	78,626564	2,670029	1,618199	77,903186	-0,74	77,008365	1	-0,136462	-0,310949	0
18/07/2011	19:32	86	80	0,275	0,4	15	20	2	30	4	2	78,519595	78,660474	1,616509	0,979702	77,848148	-0,86	77,680772	1	-0,110075	0,026387	0
18/07/2011	19:33	86,5	80	0,275	0,4	15	20	2	30	4	2	78,556146	78,693547	1,034333	0,626868	77,847968	-0,91	78,066679	1	-0,00036	0,109715	0
18/07/2011	19:33	87	80	0,275	0,4	15	20	2	30	4	2	78,591795	78,725804	2,217072	1,34368	77,796128	-1,02	77,382124	1	-0,103681	-0,103321	0
18/07/2011	19:34	87,5	80	0,275	0,4	15	20	2	30	4	2	78,626564	78,757264	0,90237	0,546891	77,819115	-1,04	78,210373	1	0,045974	0,149655	0
18/07/2011	19:34	88	80	0,275	0,4	15	20	2	30	4	2	78,660474	78,787947	1,093772	0,662892	77,863325	-1,02	78,125055	1	0,08842	0,042446	0
18/07/2011	19:35	88,5	80	0,275	0,4	15	20	2	30	4	2	78,693547	78,817873	0	-0,324218	78,025058	-0,86	79,14209	0	0,323468	0,235048	0
18/07/2011	19:35	89	80	0,275	0,4	15	20	2	30	4	2	78,725804	78,847059	2,412384	1,462051	78,025823	-0,90	77,385008	1	0,00153	-0,321938	0
18/07/2011	19:36	89,5	80	0,275	0,4	15	20	2	30	4	2	78,757264	78,875526	1,37334	0,832327	78,028094	-0,93	78,043198	1	0,004541	0,003011	0
18/07/2011	19:36	90	80	0,275	0,4	15	20	2	30	4	2	78,787947	78,903289	0,992702	0,601637	78,059498	-0,93	78,301652	1	0,062809	0,058268	0
18/07/2011	19:37	90,5	80	0,275	0,4	15	20	2	30	4	2	78,817873	78,930367	2,253827	1,365956	78,018446	-1,02	77,564411	1	-0,082104	-0,144913	0
18/07/2011	19:37	91	80	0,275	0,4	15	20	2	30	4	2	78,847059	78,956776	1,127861	0,683552	78,02851	-1,05	78,273224	1	0,020126	0,102231	0
18/07/2011	19:38	91,5	80	0,275	0,4	15	20	2	30	4	2	78,875526	78,982534	0	-0,978361	78,247692	-0,80	79,960894	0	0,438364	0,418238	0
18/07/2011	19:38	92	80	0,275	0,4	15	20	2	30	4	2	78,903289	79,007655	1,906011	1,155158	78,301195	-0,77	77,852497	1	0,107007	-0,331357	0
18/07/2011	19:39	92,5	80	0,275	0,4	15	20	2	30	4	2	78,930367	79,032156	0	-0,776556	78,492477	-0,56	79,808712	0	0,382563	0,275555	0
18/07/2011	19:39	93	80	0,275	0,4	15	20	2	30	4	2	78,956776	79,056052	1,083739	0,656811	78,567131	-0,50	78,399241	1	0,149309	-0,233254	0
18/07/2011	19:40	93,5	80	0,275	0,4	15	20	2	30	4	2	78,982534	79,079358	2,610637	1,582204	78,481424	-0,64	77,497154	1	-0,171413	-0,320722	0
18/07/2011	19:40	94	80	0,275	0,4	15	20	2	30	4	2	79,007655	79,102089	1,7648	1,069576	78,393454	-0,78	78,032513	1	-0,175942	-0,004528	0
18/07/2011	19:41	94,5	80	0,275	0,4	15	20	2	30	4	2	79,032156	79,124259	2,69663	1,634321	78,253965	-0,99	77,489937	1	-0,278978	-0,103036	0
18/07/2011	19:41	95	80	0,275	0,4	15	20	2	30	4	2	79,056052	79,145881	0,340667	0,206465	78,268131	-1,01	78,939416	1	0,028332	0,30731	0
18/07/2011	19:42	95,5	80	0,275	0,4	15	20	2	30	4	2	79,079358	79,166969	0,101129	0,06129	78,367488	-0,91	79,105679	1	0,198714	0,170382	0
18/07/2011	19:42	96	80	0,275	0,4	15	20	2	30	4	2	79,102089	79,187537	0,498437	0,302083	78,469198	-0,81	78,885454	1	0,203421	0,004707	0
18/07/2011	19:43	96,5	80	0,275	0,4	15	20	2	30	4	2	79,124259	79,207596	1,93588	1,173261	78,466085	-0,84	78,034336	1	-0,006227	-0,209648	0
																	-0,96					
																	15,00					
																	0,08					
